questionID,topicID,assignedDifficulty,modifiedDifficulty,categoryID,assignedCompletionTime,modifiedCompletionTime,question,code
"X'4EDABABF83AB47F881550E12FB8002C8'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,Write a Java program to serialize and deserialize an object to/from a file using ObjectInputStream and ObjectOutputStream.,"import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.io.IOException;

public class ObjectSerialization {
    public static void main(String[] args) {
        try {
            // Serialize object
            ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(""object.ser""));
            MyClass obj = new MyClass();
            out.writeObject(obj);
            out.close();
            // Deserialize object
            ObjectInputStream in = new ObjectInputStream(new FileInputStream(""object.ser""));
            MyClass newObj = (MyClass) in.readObject();
            in.close();
            // Use newObj
        } catch (IOException | ClassNotFoundException e) {
            e.printStackTrace();
        }
    }
}

class MyClass implements Serializable {
    // class definition
}"
"X'4F1014CC1C4D4F46953A0622D713C37B'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'getMessage()' method in Java exceptions?",
"X'4F25B19CA2DC4908A46A161B1FFBC4C4'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",50,50.00,Which of the following statements best describes recursion?,
"X'4F2ED2B0468042C988ABF8CA49A8A8A5'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the given Java code snippet. What is the space complexity of the function?,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'4F4903C02F3E4741923AF4C67E32422C'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,Which of the following is true about tail recursion?,
"X'4FAE7E7A7EF34CE69849D2712E0D3EC1'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to check if a stack named 'stack' is empty.",boolean isEmpty = stack.isEmpty();
"X'4FD8784360D147DE9296A26FA6592B04'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",40,40.00,Evaluate the differences between FileWriter and PrintWriter classes in Java for writing text files.,
"X'4FF7DE68C0B84F0DA4FFFDA4FD3F15CA'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",45,45.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(reverse(""hello""));
    }

    public static String reverse(String str) {
        if (str.isEmpty())
            return str;
        else
            return reverse(str.substring(1)) + str.charAt(0);
    }
}"
"X'50363D74DCED4A9C9E57749E3043440F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",25,25.00,"Which Java class is used to write formatted data to an underlying output stream, ensuring efficient writing of characters, arrays, and strings?",
"X'5045BD6B0BAE40CD96867EC0E04E3F21'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,Evaluate the usage of ByteArrayInputStream and DataInputStream classes in Java for handling input streams.,
"X'5071190121CB41C0B05F47271ADD5B48'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"What will be the output of the following recursive function in Java when calling mystery(3)?

```java
public int mystery(int n) {
    if (n <= 0)
        return 0;
    else
        return n * mystery(n - 3);
}
```","public int mystery(int n) {
    if (n <= 0)
        return 0;
    else
        return n * mystery(n - 3);
}"
"X'5072C82D65FD459C90C2C110285EE6B8'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",90,90.00,Evaluate the given Java code snippet. What will be the output of the function call for input 4?,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}

System.out.println(fibonacci(4));"
"X'50ECECBFEAC7470B8078C0D9F40151B1'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which keyword is used to suppress exceptions in Java?,
"X'50F985D4D57245499576EAFE6BE605FD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Which Java interface extends the Queue interface and adds support for operations that access elements at both ends of the deque?,
"X'511C37DEA50D40F880B4E6E7596F2D38'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",90,90.00,Evaluate the given Java code snippet. What will be the output of the function call for input 3?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}

System.out.println(gcd(12, 8));"
"X'51DFD6ACC98349CBAB04BCB2E768D0A1'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,What is the risk of infinite recursion in a recursive function?,
"X'5213402DEA8B400B9EE5D9448ADA8F2F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,Explain the role of FileWriter class in Java I/O.,
"X'5213B070D29F4B508B02C8BB526A0F92'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most appropriate for implementing an event handling mechanism in a GUI application?,
"X'52B38CFC73C949F481F8107ACC818AD9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which method in Java is used to append text to a file?,
"X'53421812C7F54388BF0E59E2869411A8'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the usage of ObjectInputStream and ObjectOutputStream classes in Java for object serialization and deserialization.,
"X'539A8B45D72748CCBD52D638FBD74EB9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",70,70.00,Write a Java program to merge the contents of two files into a third file.,"import java.io.FileReader;
import java.io.FileWriter;
import java.io.BufferedReader;
import java.io.BufferedWriter;
import java.io.IOException;

public class FileMerger {
    public static void main(String[] args) {
        try (BufferedReader reader1 = new BufferedReader(new FileReader(""input1.txt""));
             BufferedReader reader2 = new BufferedReader(new FileReader(""input2.txt""));
             BufferedWriter writer = new BufferedWriter(new FileWriter(""output.txt""))) {
            String line;
            while ((line = reader1.readLine()) != null) {
                writer.write(line);
                writer.newLine();
            }
            while ((line = reader2.readLine()) != null) {
                writer.write(line);
                writer.newLine();
            }
            System.out.println(""Files merged successfully."");
        } catch (IOException e) {
            System.out.println(""Error merging files: "" + e.getMessage());
        }
    }
}"
"X'54200E6DF2AC4224B29F0D6E1E1AE49C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",40,40.00,"Which method in Java's Queue interface is used to remove and return the head of the queue?",
"X'547CC192D4BE4BA897A1922ACF5F41D6'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the provided Java code snippet. How many recursive calls are made by the function for an input of size n?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'54A077F4F1764A7F8B4E2F3B0DD857EC'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",120,120.00,Write a recursive function in Java to generate all permutations of a given string.,"public void permute(String s, int left, int right) {
    if (left == right)
        System.out.println(s);
    else {
        for (int i = left; i <= right; i++) {
            s = swap(s, left, i);
            permute(s, left + 1, right);
            s = swap(s, left, i);
        }
    }
}

private String swap(String s, int i, int j) {
    char[] charArray = s.toCharArray();
    char temp = charArray[i];
    charArray[i] = charArray[j];
    charArray[j] = temp;
    return String.valueOf(charArray);
}"
"X'54B86369A44049D3A14505331652794F'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(isPalindrome(""racecar""));
    }

    public static boolean isPalindrome(String str) {
        if (str.length() <= 1)
            return true;
        else if (str.charAt(0) != str.charAt(str.length() - 1))
            return false;
        else
            return isPalindrome(str.substring(1, str.length() - 1));
    }
}"
"X'54D9977F534540C3B7D5E1236001D5A8'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (Exception e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'55DF2443654F4DF2BEB1E5A387C3A613'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,Which of the following data structures can be implemented using recursion?,
"X'567BAFD3F48E4ED296A232F6F796692A'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What is the output of the following recursive function in Java?
void printDigits(int n) {
  if (n < 10) {
    System.out.print(n);
    return;
  }
  printDigits(n / 10);
  System.out.print(n % 10);
}
printDigits(123);",
"X'56B88809F9454047B709E627D735A765'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which method in Java is used to rename a file?,
"X'56BEC618350943F89372C9EB6BB5C136'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which of the following is true about recursive functions in Java?,
"X'56DF9E7F24AC4234B5475F53DBA610D7'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which class in Java is used to write output to a file?,
"X'574940853691496AB74D53988CA75488'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,What is the role of ByteArrayOutputStream in Java I/O?,
"X'57B7C129C6DE496EBFAAEFFD63765451'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,What is the purpose of memoization in recursive algorithms?,
"X'57D24BE431714FECB32813A01CEEBBB4'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'printStackTrace()' method in Java exceptions?",
"X'5801DB5991484CE1A42798E953EA1EF8'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 2); // Valid division
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'58284C18827A47C7B8692F4056A315D9'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",45,45.00,What will be the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(factorial(5));
    }

    public static int factorial(int n) {
        if (n <= 1)
            return 1;
        else
            return n * factorial(n - 1);
    }
}"
"X'584DD29919AF4519A60C651FCE42F283'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,"What is the purpose of the 'try' block in Java exception handling?",
"X'5885F483BC4B44F19FF70DC34109B6FC'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,Which of the following statements about try-with-resources in Java is true?,
"X'5888541095D24CC79D1611D4B1A573E6'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",30,30.00,Which Java class is used to read data from a file in a non-blocking asynchronous manner?,
"X'5A285E65D8B44E158DD3B3005A3865C7'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,What is the purpose of FileInputStream class in Java?,
"X'5A2C90182D5440D7A5E8390881CDAACA'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'throws' keyword in Java?",
"X'5A330EE610CE472CB2D1C30BCCB65A7C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following statements about Java exception handling is true?,
"X'5AA7A18D16734B4FA595C200FF486302'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is the primary purpose of exception handling in Java?,
"X'5AC6972165814E29952530ACEB1C5D44'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most suitable for implementing a history feature in a web browser?,
"X'5B58D4905C1344C68E0E52BBE288FC5B'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",55,55.00,How does recursion help in solving problems more elegantly?,
"X'5B87EB6D950B44E8B4E9E4C622ACEFDA'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'validatePhoneNumber' that takes a string as input and throws an 'InvalidPhoneNumberException' if the phone number format is incorrect.",
"X'5BE2A76244544D969640A1A7EC30237D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that handles FileNotFoundException by printing 'File Not Found Exception Occurred' and terminating gracefully.",
"X'5D32215E60144A63AEA1D0F958B9D579'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,What is the main advantage of using a LinkedList over an ArrayList in Java?,
"X'5DECB10846AA4305A358F9755B36D2F3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's LinkedList class is used to remove and return the last element of the list?",
"X'5E0277C3463B493490017717CB30FA6A'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,Which Java collection provides an implementation of the Queue interface with additional functionality?,
"X'5E77E4B272004B5DB9045FBBBD55A085'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",30,30.00,Which data structure in Java is used to store a collection of elements in a sequence?,
"X'5EA649F60C174A4D848F0E6D13C408AA'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",20,20.00,Which method in Java is used to flush the output stream?,
"X'5EDF3A90F40E4201B210E1CFBB5B880D'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to dequeue an element from a queue named 'queue'.",queue.remove();
"X'5F5A17D32C0743AAA280267C513816A7'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Which of the following statements best describes the concept of recursion?,
"X'5F87D854AF104232BD5BFDDFB9153579'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'getMessage()' method in Java exceptions?",
"X'5FF67B58424F4B22B676FE9BFB49AA7E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to get the index of the first occurrence of a specified element in an ArrayList named 'list'.",int index = list.indexOf(element);
"X'61D0D5ADD3E440F09BD8141EE8B547A3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What does the 'printStackTrace()' method in Java exceptions do?",
"X'630F3B440D724E6F85DD5A6E088138BB'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,How does the PrintWriter class differ from the FileWriter class in Java?,
"X'63663ADE7AA0455CA3B7DBD19E96CA05'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that defines a custom exception 'InvalidInputException' and throws it when the user enters a negative number.",
"X'64D12B11A4EC4397A695857B45C36728'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,Explain the concept of a LinkedList in Java and provide an example scenario where it can be used.,
"X'651299E534914344A4AB681210E9755C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What does the 'getMessage()' method in Java exceptions return?",
"X'65579DA5717B46428E05E24A4E2AA56D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Create a Java program that handles FileNotFoundException by providing an appropriate error message and gracefully terminating.,
"X'66285A23735542E8AE006001F51BAF77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which method is used to retrieve but not remove the element at the front of a queue in Java?,
"X'6631113DFD9C4367A20A138629910F2C'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,How does the DataOutputStream class differ from the BufferedOutputStream class in Java?,
"X'6635C77935A04026AF29D31AB156B9C4'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is a potential downside of using recursion in programming?,
"X'67246234195543CCAF3379112BB31795'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",120,120.00,Write a recursive function in Java to merge two sorted arrays.,"public int[] mergeSortedArrays(int[] arr1, int[] arr2, int index1, int index2) {
    if (index1 == arr1.length)
        return arr2;
    else if (index2 == arr2.length)
        return arr1;
    int[] merged = new int[arr1.length + arr2.length];
    if (arr1[index1] < arr2[index2]) {
        merged[index1 + index2] = arr1[index1];
        return mergeSortedArrays(arr1, arr2, index1 + 1, index2);
    }"
"X'6825FFEADA5B43AF9D862728A0600A44'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the primary disadvantage of recursion?,
"X'69525B46780C459DBFEB1DB47B3C77D9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",35,35.00,"Which Java class provides methods for reading and writing binary data in streams, allowing serialization and deserialization of Java objects?",
"X'69A364F4B9D243909F8641E5F7F70C30'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to enqueue an element into a queue named 'queue'.",queue.add(element);
"X'6A727679554B44618DA3D98AF3DDF571'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,Explain the use of RandomAccessFile class in Java I/O.,
"X'6C3995D49B14452DA11EBCCF2C2194B6'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",15,15.00,What is the superclass of all exception types in Java?,
"X'6C73F2F692B94E3B8214ACA51FD7A411'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Write a Java code snippet to demonstrate the use of try-catch-finally blocks for error handling.,"public class ErrorHandlingExample {
    public static void main(String[] args) {
        try {
            // Code that may throw an exception
            int result = 10 / 0; // Division by zero
            System.out.println(result);
        } catch (ArithmeticException e) {
            // Handling arithmetic exception
            System.out.println(""Error: Division by zero"");
        } finally {
            // Cleanup or finalization code
            System.out.println(""Finally block executed"");
        }
    }
}"
"X'6C8D20C9B2684303A0F853D2FB9B9D3B'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Create a Java program that handles NullPointerException by providing a user-friendly error message and terminating gracefully.,
"X'6D664363ED7E45E5A0636897B0E163CC'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the following Java code snippet. What is the worst-case time complexity of the function?,"public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}"
"X'6EE752733A1D4E79857E213B0B6FD703'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Implement a recursive function in Java to find the greatest common divisor (GCD) of two integers.,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'6EFF81AE838D46BA9F97D2C40037C324'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which of the following data structures is most appropriate for implementing a LIFO (Last In First Out) behavior?,
"X'70294088B6F3493F8FEF5FFEDBFFB9EF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the significance of ByteArrayOutputStream class in Java?,
"X'703B12FF2EF54D07AC891E31FA53B692'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following statements regarding ArrayList and LinkedList in Java is true?,
"X'715BD8F8CEE4451E9CD3BC362950D207'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the difference between 'throw' and 'throws' in Java?",
"X'718222992F194E3CA4C8D3E94756FA1B'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",40,40.00,Evaluate the differences between BufferedWriter and PrintWriter classes in Java for writing text files.,
"X'7190D560BCDD4FAA89C27C1D58DF37CD'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which keyword is used to define a block of code to be tested for exceptions in Java?,
"X'728A5DEEB211462C949231AF09011F72'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",150,150.00,Implement a recursive function in Java to generate all valid parentheses combinations for a given n.,"public void generateParentheses(int n, int open, int close, String current, List<String> result) {
    if (current.length() == 2 * n) {
        result.add(current);
        return;
    }
    if (open < n)
        generateParentheses(n, open + 1, close, current + '(', result);
    if (close < open)
        generateParentheses(n, open, close + 1, current + ')', result);
}"
"X'72D979D5E58A4D5199C4647DF2CB6C9F'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,What is the time complexity of the Fibonacci sequence calculation using naive recursion?,
"X'733F93A03B884D39B3715C2E5C73017C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which method is used to specify code that may throw multiple exceptions in Java?,
"X'7383854891A94BF8BE7299A17A50B213'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which method in Java Stack class is used to check if the stack is empty?,
"X'742152E6B0A444B4A76BFB9E7BFDF0CD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most appropriate for implementing a waiting line at a supermarket checkout?,
"X'7468F3E06A98489F8AEC43665E66547A'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,Which of the following statements about recursion is true?,
"X'746F0568505F4A8D926ED466C167B9B3'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Implement a recursive function in Java to compute the exponentiation of a number.,"public int power(int base, int exponent) {
    if (exponent == 0)
        return 1;
    else
        return base * power(base, exponent - 1);
}"
"X'75595B94CE08482EB6E64AAAC8841365'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What does the following Java code snippet do?
try {
    // Code that may throw exceptions
}
catch (Exception e) {
    System.out.println(""An error occurred: "" + e.getMessage());
}
finally {
    System.out.println(""Finally block executed."");
}",
"X'759041C2F481401BA67F4F9FDABDE223'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Queue<String> queue = new LinkedList<>();
queue.add(""A"");
queue.add(""B"");
queue.offer(""C"");
queue.poll();
System.out.println(queue);
```
","Queue<String> queue = new LinkedList<>();
queue.add(""A"");
queue.add(""B"");
queue.offer(""C"");
queue.poll();
System.out.println(queue);"
"X'75ECD4EBC57A48ED91239DB3D01E1AD9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,"What happens if an exception occurs within the 'finally' block?",
